符号：{symbol} 10进：{dec} 16进：{hex} html代码：{html}
符号：⸋ 10进：11787 16进：2E0B html代码：&#11787;
符号：⸌ 10进：11788 16进：2E0C html代码：&#11788;
符号：⸍ 10进：11789 16进：2E0D html代码：&#11789;
符号：⸎ 10进：11790 16进：2E0E html代码：&#11790;
符号：⸏ 10进：11791 16进：2E0F html代码：&#11791;
符号：⸐ 10进：11792 16进：2E10 html代码：&#11792;
符号：⸑ 10进：11793 16进：2E11 html代码：&#11793;
符号：⸒ 10进：11794 16进：2E12 html代码：&#11794;
符号：⸓ 10进：11795 16进：2E13 html代码：&#11795;
符号：⸔ 10进：11796 16进：2E14 html代码：&#11796;
符号：⸕ 10进：11797 16进：2E15 html代码：&#11797;
符号：⸖ 10进：11798 16进：2E16 html代码：&#11798;
符号：⸗ 10进：11799 16进：2E17 html代码：&#11799;
符号：⸘ 10进：11800 16进：2E18 html代码：&#11800;
符号：⸙ 10进：11801 16进：2E19 html代码：&#11801;
符号：⸚ 10进：11802 16进：2E1A html代码：&#11802;
符号：⸛ 10进：11803 16进：2E1B html代码：&#11803;
符号：⸜ 10进：11804 16进：2E1C html代码：&#11804;
符号：⸝ 10进：11805 16进：2E1D html代码：&#11805;
符号：⸞ 10进：11806 16进：2E1E html代码：&#11806;
符号：⸟ 10进：11807 16进：2E1F html代码：&#11807;
符号：⸠ 10进：11808 16进：2E20 html代码：&#11808;
符号：⸡ 10进：11809 16进：2E21 html代码：&#11809;
符号：⸢ 10进：11810 16进：2E22 html代码：&#11810;
符号：⸣ 10进：11811 16进：2E23 html代码：&#11811;
符号：⸤ 10进：11812 16进：2E24 html代码：&#11812;
符号：⸥ 10进：11813 16进：2E25 html代码：&#11813;
符号：⸦ 10进：11814 16进：2E26 html代码：&#11814;
符号：⸧ 10进：11815 16进：2E27 html代码：&#11815;
符号：⸨ 10进：11816 16进：2E28 html代码：&#11816;
符号：⸩ 10进：11817 16进：2E29 html代码：&#11817;
符号：⸪ 10进：11818 16进：2E2A html代码：&#11818;
符号：⸫ 10进：11819 16进：2E2B html代码：&#11819;
符号：⸬ 10进：11820 16进：2E2C html代码：&#11820;
符号：⸭ 10进：11821 16进：2E2D html代码：&#11821;
符号：⸮ 10进：11822 16进：2E2E html代码：&#11822;
符号：ⸯ 10进：11823 16进：2E2F html代码：&#11823;
符号：⸰ 10进：11824 16进：2E30 html代码：&#11824;
符号：⸱ 10进：11825 16进：2E31 html代码：&#11825;
符号：⸲ 10进：11826 16进：2E32 html代码：&#11826;
符号：⸳ 10进：11827 16进：2E33 html代码：&#11827;
符号：⸴ 10进：11828 16进：2E34 html代码：&#11828;
符号：⸵ 10进：11829 16进：2E35 html代码：&#11829;
符号：⸶ 10进：11830 16进：2E36 html代码：&#11830;
符号：⸷ 10进：11831 16进：2E37 html代码：&#11831;
符号：⸸ 10进：11832 16进：2E38 html代码：&#11832;
符号：⸹ 10进：11833 16进：2E39 html代码：&#11833;
符号：⸺ 10进：11834 16进：2E3A html代码：&#11834;
符号：⸻ 10进：11835 16进：2E3B html代码：&#11835;
符号：⸼ 10进：11836 16进：2E3C html代码：&#11836;
符号：⸽ 10进：11837 16进：2E3D html代码：&#11837;
符号：⸾ 10进：11838 16进：2E3E html代码：&#11838;
符号：⸿ 10进：11839 16进：2E3F html代码：&#11839;
符号：⹀ 10进：11840 16进：2E40 html代码：&#11840;
符号：⹁ 10进：11841 16进：2E41 html代码：&#11841;
符号：⹂ 10进：11842 16进：2E42 html代码：&#11842;
符号：⹃ 10进：11843 16进：2E43 html代码：&#11843;
符号：⹄ 10进：11844 16进：2E44 html代码：&#11844;
符号：⹅ 10进：11845 16进：2E45 html代码：&#11845;
符号：⹆ 10进：11846 16进：2E46 html代码：&#11846;
符号：⹇ 10进：11847 16进：2E47 html代码：&#11847;
符号：⹈ 10进：11848 16进：2E48 html代码：&#11848;
符号：⹉ 10进：11849 16进：2E49 html代码：&#11849;
符号：⹊ 10进：11850 16进：2E4A html代码：&#11850;
符号：⹋ 10进：11851 16进：2E4B html代码：&#11851;
符号：⹌ 10进：11852 16进：2E4C html代码：&#11852;
符号：⹍ 10进：11853 16进：2E4D html代码：&#11853;
符号：⹎ 10进：11854 16进：2E4E html代码：&#11854;
符号：⹏ 10进：11855 16进：2E4F html代码：&#11855;
符号：⹐ 10进：11856 16进：2E50 html代码：&#11856;
符号：⹑ 10进：11857 16进：2E51 html代码：&#11857;
符号：⹒ 10进：11858 16进：2E52 html代码：&#11858;
符号：⹓ 10进：11859 16进：2E53 html代码：&#11859;
符号：⹔ 10进：11860 16进：2E54 html代码：&#11860;
符号：⹕ 10进：11861 16进：2E55 html代码：&#11861;
符号：⹖ 10进：11862 16进：2E56 html代码：&#11862;
符号：⹗ 10进：11863 16进：2E57 html代码：&#11863;
符号：⹘ 10进：11864 16进：2E58 html代码：&#11864;
符号：⹙ 10进：11865 16进：2E59 html代码：&#11865;
符号：⹚ 10进：11866 16进：2E5A html代码：&#11866;
符号：⹛ 10进：11867 16进：2E5B html代码：&#11867;
符号：⹜ 10进：11868 16进：2E5C html代码：&#11868;
符号：⹝ 10进：11869 16进：2E5D html代码：&#11869;
符号：⹞ 10进：11870 16进：2E5E html代码：&#11870;
符号：⹟ 10进：11871 16进：2E5F html代码：&#11871;
符号：⹠ 10进：11872 16进：2E60 html代码：&#11872;
符号：⹡ 10进：11873 16进：2E61 html代码：&#11873;
符号：⹢ 10进：11874 16进：2E62 html代码：&#11874;
符号：⹣ 10进：11875 16进：2E63 html代码：&#11875;
符号：⹤ 10进：11876 16进：2E64 html代码：&#11876;
符号：⹥ 10进：11877 16进：2E65 html代码：&#11877;
符号：⹦ 10进：11878 16进：2E66 html代码：&#11878;
符号：⹧ 10进：11879 16进：2E67 html代码：&#11879;
符号：⹨ 10进：11880 16进：2E68 html代码：&#11880;
符号：⹩ 10进：11881 16进：2E69 html代码：&#11881;
符号：⹪ 10进：11882 16进：2E6A html代码：&#11882;
符号：⹫ 10进：11883 16进：2E6B html代码：&#11883;
符号：⹬ 10进：11884 16进：2E6C html代码：&#11884;
符号：⹭ 10进：11885 16进：2E6D html代码：&#11885;
符号：⹮ 10进：11886 16进：2E6E html代码：&#11886;
符号：⹯ 10进：11887 16进：2E6F html代码：&#11887;
符号：⹰ 10进：11888 16进：2E70 html代码：&#11888;
符号：⹱ 10进：11889 16进：2E71 html代码：&#11889;
符号：⹲ 10进：11890 16进：2E72 html代码：&#11890;
符号：⹳ 10进：11891 16进：2E73 html代码：&#11891;
符号：⹴ 10进：11892 16进：2E74 html代码：&#11892;
符号：⹵ 10进：11893 16进：2E75 html代码：&#11893;
符号：⹶ 10进：11894 16进：2E76 html代码：&#11894;
符号：⹷ 10进：11895 16进：2E77 html代码：&#11895;
符号：⹸ 10进：11896 16进：2E78 html代码：&#11896;
符号：⹹ 10进：11897 16进：2E79 html代码：&#11897;
符号：⹺ 10进：11898 16进：2E7A html代码：&#11898;
符号：⹻ 10进：11899 16进：2E7B html代码：&#11899;
符号：⹼ 10进：11900 16进：2E7C html代码：&#11900;
符号：⹽ 10进：11901 16进：2E7D html代码：&#11901;
符号：⹾ 10进：11902 16进：2E7E html代码：&#11902;
符号：⹿ 10进：11903 16进：2E7F html代码：&#11903;
符号：⺀ 10进：11904 16进：2E80 html代码：&#11904;
符号：⺁ 10进：11905 16进：2E81 html代码：&#11905;
符号：⺂ 10进：11906 16进：2E82 html代码：&#11906;
符号：⺃ 10进：11907 16进：2E83 html代码：&#11907;
符号：⺄ 10进：11908 16进：2E84 html代码：&#11908;
符号：⺅ 10进：11909 16进：2E85 html代码：&#11909;
符号：⺆ 10进：11910 16进：2E86 html代码：&#11910;
符号：⺇ 10进：11911 16进：2E87 html代码：&#11911;
符号：⺈ 10进：11912 16进：2E88 html代码：&#11912;
符号：⺉ 10进：11913 16进：2E89 html代码：&#11913;
符号：⺊ 10进：11914 16进：2E8A html代码：&#11914;
符号：⺋ 10进：11915 16进：2E8B html代码：&#11915;
符号：⺌ 10进：11916 16进：2E8C html代码：&#11916;
符号：⺍ 10进：11917 16进：2E8D html代码：&#11917;
符号：⺎ 10进：11918 16进：2E8E html代码：&#11918;
符号：⺏ 10进：11919 16进：2E8F html代码：&#11919;
符号：⺐ 10进：11920 16进：2E90 html代码：&#11920;
符号：⺑ 10进：11921 16进：2E91 html代码：&#11921;
符号：⺒ 10进：11922 16进：2E92 html代码：&#11922;
符号：⺓ 10进：11923 16进：2E93 html代码：&#11923;
符号：⺔ 10进：11924 16进：2E94 html代码：&#11924;
符号：⺕ 10进：11925 16进：2E95 html代码：&#11925;
符号：⺖ 10进：11926 16进：2E96 html代码：&#11926;
符号：⺗ 10进：11927 16进：2E97 html代码：&#11927;
符号：⺘ 10进：11928 16进：2E98 html代码：&#11928;
符号：⺙ 10进：11929 16进：2E99 html代码：&#11929;
符号：⺚ 10进：11930 16进：2E9A html代码：&#11930;
符号：⺛ 10进：11931 16进：2E9B html代码：&#11931;
符号：⺜ 10进：11932 16进：2E9C html代码：&#11932;
符号：⺝ 10进：11933 16进：2E9D html代码：&#11933;
符号：⺞ 10进：11934 16进：2E9E html代码：&#11934;
符号：⺟ 10进：11935 16进：2E9F html代码：&#11935;
符号：⺠ 10进：11936 16进：2EA0 html代码：&#11936;
符号：⺡ 10进：11937 16进：2EA1 html代码：&#11937;
符号：⺢ 10进：11938 16进：2EA2 html代码：&#11938;
符号：⺣ 10进：11939 16进：2EA3 html代码：&#11939;
符号：⺤ 10进：11940 16进：2EA4 html代码：&#11940;
符号：⺥ 10进：11941 16进：2EA5 html代码：&#11941;
符号：⺦ 10进：11942 16进：2EA6 html代码：&#11942;
符号：⺧ 10进：11943 16进：2EA7 html代码：&#11943;
符号：⺨ 10进：11944 16进：2EA8 html代码：&#11944;
符号：⺩ 10进：11945 16进：2EA9 html代码：&#11945;
符号：⺪ 10进：11946 16进：2EAA html代码：&#11946;
符号：⺫ 10进：11947 16进：2EAB html代码：&#11947;
符号：⺬ 10进：11948 16进：2EAC html代码：&#11948;
符号：⺭ 10进：11949 16进：2EAD html代码：&#11949;
符号：⺮ 10进：11950 16进：2EAE html代码：&#11950;
符号：⺯ 10进：11951 16进：2EAF html代码：&#11951;
符号：⺰ 10进：11952 16进：2EB0 html代码：&#11952;
符号：⺱ 10进：11953 16进：2EB1 html代码：&#11953;
符号：⺲ 10进：11954 16进：2EB2 html代码：&#11954;
符号：⺳ 10进：11955 16进：2EB3 html代码：&#11955;
符号：⺴ 10进：11956 16进：2EB4 html代码：&#11956;
符号：⺵ 10进：11957 16进：2EB5 html代码：&#11957;
符号：⺶ 10进：11958 16进：2EB6 html代码：&#11958;
符号：⺷ 10进：11959 16进：2EB7 html代码：&#11959;
符号：⺸ 10进：11960 16进：2EB8 html代码：&#11960;
符号：⺹ 10进：11961 16进：2EB9 html代码：&#11961;
符号：⺺ 10进：11962 16进：2EBA html代码：&#11962;
符号：⺻ 10进：11963 16进：2EBB html代码：&#11963;
符号：⺼ 10进：11964 16进：2EBC html代码：&#11964;
符号：⺽ 10进：11965 16进：2EBD html代码：&#11965;
符号：⺾ 10进：11966 16进：2EBE html代码：&#11966;
符号：⺿ 10进：11967 16进：2EBF html代码：&#11967;
符号：⻀ 10进：11968 16进：2EC0 html代码：&#11968;
符号：⻁ 10进：11969 16进：2EC1 html代码：&#11969;
符号：⻂ 10进：11970 16进：2EC2 html代码：&#11970;
符号：⻃ 10进：11971 16进：2EC3 html代码：&#11971;
符号：⻄ 10进：11972 16进：2EC4 html代码：&#11972;
符号：⻅ 10进：11973 16进：2EC5 html代码：&#11973;
符号：⻆ 10进：11974 16进：2EC6 html代码：&#11974;
符号：⻇ 10进：11975 16进：2EC7 html代码：&#11975;
符号：⻈ 10进：11976 16进：2EC8 html代码：&#11976;
符号：⻉ 10进：11977 16进：2EC9 html代码：&#11977;
符号：⻊ 10进：11978 16进：2ECA html代码：&#11978;
符号：⻋ 10进：11979 16进：2ECB html代码：&#11979;
符号：⻌ 10进：11980 16进：2ECC html代码：&#11980;
符号：⻍ 10进：11981 16进：2ECD html代码：&#11981;
符号：⻎ 10进：11982 16进：2ECE html代码：&#11982;
符号：⻏ 10进：11983 16进：2ECF html代码：&#11983;
符号：⻐ 10进：11984 16进：2ED0 html代码：&#11984;
符号：⻑ 10进：11985 16进：2ED1 html代码：&#11985;
符号：⻒ 10进：11986 16进：2ED2 html代码：&#11986;
符号：⻓ 10进：11987 16进：2ED3 html代码：&#11987;
符号：⻔ 10进：11988 16进：2ED4 html代码：&#11988;
符号：⻕ 10进：11989 16进：2ED5 html代码：&#11989;
符号：⻖ 10进：11990 16进：2ED6 html代码：&#11990;
符号：⻗ 10进：11991 16进：2ED7 html代码：&#11991;
符号：⻘ 10进：11992 16进：2ED8 html代码：&#11992;
符号：⻙ 10进：11993 16进：2ED9 html代码：&#11993;
符号：⻚ 10进：11994 16进：2EDA html代码：&#11994;
符号：⻛ 10进：11995 16进：2EDB html代码：&#11995;
符号：⻜ 10进：11996 16进：2EDC html代码：&#11996;
符号：⻝ 10进：11997 16进：2EDD html代码：&#11997;
符号：⻞ 10进：11998 16进：2EDE html代码：&#11998;
符号：⻟ 10进：11999 16进：2EDF html代码：&#11999;
符号：⻠ 10进：12000 16进：2EE0 html代码：&#12000;
符号：⻡ 10进：12001 16进：2EE1 html代码：&#12001;
符号：⻢ 10进：12002 16进：2EE2 html代码：&#12002;
符号：⻣ 10进：12003 16进：2EE3 html代码：&#12003;
符号：⻤ 10进：12004 16进：2EE4 html代码：&#12004;
符号：⻥ 10进：12005 16进：2EE5 html代码：&#12005;
符号：⻦ 10进：12006 16进：2EE6 html代码：&#12006;
符号：⻧ 10进：12007 16进：2EE7 html代码：&#12007;
符号：⻨ 10进：12008 16进：2EE8 html代码：&#12008;
符号：⻩ 10进：12009 16进：2EE9 html代码：&#12009;
符号：⻪ 10进：12010 16进：2EEA html代码：&#12010;
符号：⻫ 10进：12011 16进：2EEB html代码：&#12011;
符号：⻬ 10进：12012 16进：2EEC html代码：&#12012;
符号：⻭ 10进：12013 16进：2EED html代码：&#12013;
符号：⻮ 10进：12014 16进：2EEE html代码：&#12014;
符号：⻯ 10进：12015 16进：2EEF html代码：&#12015;
符号：⻰ 10进：12016 16进：2EF0 html代码：&#12016;
符号：⻱ 10进：12017 16进：2EF1 html代码：&#12017;
符号：⻲ 10进：12018 16进：2EF2 html代码：&#12018;
符号：⻳ 10进：12019 16进：2EF3 html代码：&#12019;
符号：⻴ 10进：12020 16进：2EF4 html代码：&#12020;
符号：⻵ 10进：12021 16进：2EF5 html代码：&#12021;
符号：⻶ 10进：12022 16进：2EF6 html代码：&#12022;
符号：⻷ 10进：12023 16进：2EF7 html代码：&#12023;
符号：⻸ 10进：12024 16进：2EF8 html代码：&#12024;
符号：⻹ 10进：12025 16进：2EF9 html代码：&#12025;
符号：⻺ 10进：12026 16进：2EFA html代码：&#12026;
符号：⻻ 10进：12027 16进：2EFB html代码：&#12027;
符号：⻼ 10进：12028 16进：2EFC html代码：&#12028;
符号：⻽ 10进：12029 16进：2EFD html代码：&#12029;
符号：⻾ 10进：12030 16进：2EFE html代码：&#12030;
符号：⻿ 10进：12031 16进：2EFF html代码：&#12031;
符号：⼀ 10进：12032 16进：2F00 html代码：&#12032;
符号：⼁ 10进：12033 16进：2F01 html代码：&#12033;
符号：⼂ 10进：12034 16进：2F02 html代码：&#12034;
符号：⼃ 10进：12035 16进：2F03 html代码：&#12035;
符号：⼄ 10进：12036 16进：2F04 html代码：&#12036;
符号：⼅ 10进：12037 16进：2F05 html代码：&#12037;
符号：⼆ 10进：12038 16进：2F06 html代码：&#12038;
符号：⼇ 10进：12039 16进：2F07 html代码：&#12039;
符号：⼈ 10进：12040 16进：2F08 html代码：&#12040;
符号：⼉ 10进：12041 16进：2F09 html代码：&#12041;
符号：⼊ 10进：12042 16进：2F0A html代码：&#12042;
符号：⼋ 10进：12043 16进：2F0B html代码：&#12043;
符号：⼌ 10进：12044 16进：2F0C html代码：&#12044;
符号：⼍ 10进：12045 16进：2F0D html代码：&#12045;
符号：⼎ 10进：12046 16进：2F0E html代码：&#12046;
符号：⼏ 10进：12047 16进：2F0F html代码：&#12047;
符号：⼐ 10进：12048 16进：2F10 html代码：&#12048;
符号：⼑ 10进：12049 16进：2F11 html代码：&#12049;
符号：⼒ 10进：12050 16进：2F12 html代码：&#12050;
符号：⼓ 10进：12051 16进：2F13 html代码：&#12051;
符号：⼔ 10进：12052 16进：2F14 html代码：&#12052;
符号：⼕ 10进：12053 16进：2F15 html代码：&#12053;
符号：⼖ 10进：12054 16进：2F16 html代码：&#12054;
符号：⼗ 10进：12055 16进：2F17 html代码：&#12055;
符号：⼘ 10进：12056 16进：2F18 html代码：&#12056;
符号：⼙ 10进：12057 16进：2F19 html代码：&#12057;
符号：⼚ 10进：12058 16进：2F1A html代码：&#12058;
符号：⼛ 10进：12059 16进：2F1B html代码：&#12059;
符号：⼜ 10进：12060 16进：2F1C html代码：&#12060;
符号：⼝ 10进：12061 16进：2F1D html代码：&#12061;
符号：⼞ 10进：12062 16进：2F1E html代码：&#12062;
符号：⼟ 10进：12063 16进：2F1F html代码：&#12063;
符号：⼠ 10进：12064 16进：2F20 html代码：&#12064;
符号：⼡ 10进：12065 16进：2F21 html代码：&#12065;
符号：⼢ 10进：12066 16进：2F22 html代码：&#12066;
符号：⼣ 10进：12067 16进：2F23 html代码：&#12067;
符号：⼤ 10进：12068 16进：2F24 html代码：&#12068;
